Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
L'Instant de Guerlain Pour Homme Cristaux d'Agrumes Guerlain for men,Oriental Woody,Amber,Exotic Woods,Petitgrain,Spring/Summer,Night,moderate,moderate,4.07,59
L'Instant de Guerlain pour Homme Eau Extreme Guerlain for men,Woody Spicy,Cacao,Patchouli,Star Anise,Fall/Winter,Night,long lasting,heavy,4.41,3025
L'Instant de Guerlain pour Homme EDP Guerlain for men,Woody,Cacao Pod,Patchouli,Star Anise,Fall/Winter,All Time,long lasting,heavy,4.51,182
L'Instant de Guerlain pour Homme EDT Guerlain for men,Woody,Cacao Pod,Lemon,Patchouli,Fall/Winter,All Time,moderate,moderate,4.53,116
L'Instant Magic Guerlain for women,Floral Woody Musk,Almond,iris,Vanilla,Fall/Winter,All Time,long lasting,heavy,4.22,1537
L'Instant Magic Extract Guerlain for women,Oriental,Floral Notes,Musk,Woody Notes,All Season,Night,long lasting,heavy,4.50,17
L'Instant Magic Limited Edition Guerlain for women,Floral,Almond,Violet,Vanilla,Fall/Winter,Day,moderate,heavy,4.46,14
L'Instant Magic limited edition Sérigraphiées Guerlain for women,Floral,iris,Violet,Vanilla,Fall/Winter,All Time,long lasting,heavy,5.00,9
Black Perfecto by La Petite Robe Noire Guerlain for women,Oriental Floral,Sour Cherry,Leather,Licorice,Fall/Winter,Night,moderate,moderate,3.88,416
Black Perfecto by La Petite Robe Noire Eau de Toilette Florale Guerlain for women,Oriental Floral,Rose Water,Leather,Almond,Fall/Winter,All Time,long lasting,heavy,3.44,40
La Petite Robe Noire Guerlain for women,Oriental Vanilla,Macarons,Licorice,Vanilla,Fall/Winter,Night,moderate,heavy,3.21,516
La Petite Robe Noire Guerlain for women,Oriental Vanilla,Sour Cherry,Red Berries,Almond,Fall/Winter,All Time,moderate,moderate,3.52,3215
La Petite Robe Noire 2 Guerlain for women,Floral Green,Marshmallow,Red Berries,iris,Fall/Winter,All Time,moderate,heavy,3.11,171
La Petite Robe Noire 5th Anniversary Edition Guerlain for women,Oriental Vanilla,Sour Cherry,Patchouli,Tonka Bean,Fall/Winter,All Time,long lasting,heavy,3.67,4
La Petite Robe Noire Couture Guerlain for women,Chypre Fruity,Raspberry,Patchouli,Rose,All Season,Day,moderate,moderate,3.97,711
La Petite Robe Noire Couture Limited Edition 2014 Guerlain for women,Chypre Fruity,Raspberry,Rose,Patchouli,All Season,Day,long lasting,heavy,4.38,22
La Petite Robe Noire Eau de Parfum Collector Edition Guerlain for women,Oriental Vanilla,Sour Cherry,Licorice,Red Berries,Fall/Winter,Night,long lasting,moderate,4.11,53
La Petite Robe Noire Eau de Parfum Limited Edition 2014 Guerlain for women,Oriental Vanilla,Sour Cherry,Licorice,Vanilla,Fall/Winter,Day,very long lasting,heavy,3.78,19
La Petite Robe Noire Eau de Toilette Guerlain for women,Floral Fruity,Sour Cherry,Apple,Rose,All Season,Day,moderate,moderate,3.76,835
La Petite Robe Noire Eau de Toilette Collector Edition Guerlain for women,Floral Fruity,Sour Cherry,Jasmine,Musk,All Season,All Time,weak,heavy,3.53,22
La Petite Robe Noire Eau de Toilette Limited Edition 2014 Guerlain for women,Floral Fruity,Sour Cherry,Rose,Musk,Fall/Winter,Day,weak,moderate,4.00,15
La Petite Robe Noire Eau de Toilette My Cocktail Dress 2017 Guerlain for women,Floral Fruity,Sour Cherry,Black Currant,Rose,Fall/Winter,All Time,moderate,moderate,3.00,29
La Petite Robe Noire Eau Fraiche Guerlain for women,Floral Green,Pistachio,Almond,Almond Blossom,Spring/Summer,Day,moderate,moderate,3.75,629
La Petite Robe Noire Hair Mist  Guerlain for women,Floral Fruity,Sour Cherry,Jasmine,Black Currant,Fall,All Time,moderate,heavy,4.08,15
La Petite Robe Noire Intense Guerlain for women,Floral Fruity Gourmand,Cotton Candy,Blueberry,Vanilla,Fall/Winter,Night,long lasting,heavy,3.82,514
La Petite Robe Noire L'Extrait Guerlain for women,Floral Fruity Gourmand,Cherry,Almond,Fruity Notes,Fall/Winter,Night,moderate,heavy,4.27,79
La Petite Robe Noire Légère Guerlain for women,Floral Fruity,Sour Cherry,Almond,Black Tea,All Season,Day,moderate,heavy,4.17,47
La Petite Robe Noire Ma Première Robe Guerlain for women,Floral Fruity,Cherry,Almond,Red Berries,Fall/Winter,Night,moderate,heavy,3.51,39
La Petite Robe Noire Ma Première Robe 2016 Guerlain for women,Floral Fruity,Red Berries,Almond,Patchouli,All Season,All Time,moderate,heavy,4.00,22
La Petite Robe Noire Macon&Lesquoy Edition  Guerlain for women,Oriental Vanilla,Anise,Almond,Vanilla,All Season,Night,moderate,heavy,4.11,15
La Petite Robe Noire Mon Eau de Lingerie Guerlain for women,Chypre Fruity,Sour Cherry,Black Tea,Turkish Rose,All Season,All Time,long lasting,moderate,3.96,31
Carmen Le Bolshoi Guerlain for women,Floral Woody Musk,Cedar,Pink Pepper,Jasmine,All Season,Day,moderate,moderate,3.50,7
Le Bolshoi Black Swan Guerlain for women,Floral Woody Musk,Tea,Sandalwood,White Musk,All Season,Night,moderate,enormous,4.60,7
Le Bolshoi Saison 2012 La Traviata Guerlain for women,Floral Woody Musk,Jasmine,Violet,Ylang-Ylang,Spring,All Time,moderate,moderate,4.00,10
Les Absolus d'Orient Ambre Eternel Guerlain for women and men,Oriental Woody,Leather,Ambergris,Woodsy Notes,Fall/Winter,Night,long lasting,heavy,4.12,277
Les Absolus d'Orient Oud Essentiel Guerlain for women and men,Oriental Woody,Agarwood (Oud),Rose,Leather,Fall/Winter,Night,long lasting,heavy,3.82,129
Les Absolus d'Orient Santal Royal Guerlain for women and men,Oriental Woody,Agarwood (Oud),Rose,Sandalwood,Fall/Winter,Night,long lasting,heavy,4.16,618
Les Absolus d'Orient Santal Royal Collector Guerlain for women and men,Oriental Woody,Agarwood (Oud),Sandalwood,Amber,Fall/Winter,Night,long lasting,heavy,4.40,21
Musc Noble Guerlain for women and men,Woody Floral Musk,Musk,Rose,Saffron,All Season,All Time,very long lasting,heavy,3.27,56
Encens Mythique D'Orient Guerlain for women and men,Oriental Woody,Ambergris,Incense,Rose,Fall/Winter,Night,long lasting,heavy,4.24,494
Rose Nacree du Desert Guerlain for women and men,Oriental Floral,Rose,Agarwood (Oud),Patchouli,Fall/Winter,Night,long lasting,heavy,4.26,353
Songe d'un Bois d'Ete Guerlain for women and men,Woody Spicy,Agarwood (Oud),Myrrh,Saffron,Fall/Winter,Night,long lasting,heavy,4.27,469
Eau de Cologne du Coq Guerlain for men,Citrus Aromatic,Neroli,Bergamot,Lavender,Spring/Summer,Day,weak,moderate,4.14,171
Eau de Cologne Imperiale Guerlain for women,Citrus Aromatic,Citruses,Neroli,Lemon Verbena,Spring/Summer,Day,weak,moderate,4.19,477
Eau de Fleurs de Cedrat Guerlain for women and men,Citrus Aromatic,Lemon,Bergamot,Citron,Spring/Summer,Day,weak,moderate,4.31,174
Eau de Guerlain Guerlain for women and men,Citrus Aromatic,Lemon,Bergamot,Mint,Spring/Summer,Day,moderate,moderate,4.40,364
La Cologne Du Parfumeur Guerlain for women and men,Citrus Aromatic,African Orange flower,Amalfi Lemon,Citruses,Spring/Summer,Day,moderate,moderate,4.38,93
La Cuvée Secrète Guerlain for women and men,Citrus Aromatic,Lavender,Bergamot,Petitgrain,Spring/Summer,Day,moderate,heavy,3.25,15
Un Dimanche à la Campagne Guerlain for women and men,Citrus Aromatic,Bergamot,Herbal Notes,Orange Blossom,Spring/Summer,Day,moderate,moderate,4.39,36
Elixir Charnel Chypre Fatal Guerlain for women,Chypre Fruity,Patchouli,White Peach,Rose,All Season,All Time,moderate,moderate,3.93,167
Elixir Charnel Floral Romantique Guerlain for women,Floral Woody Musk,Lily,Tea,Jasmine,Spring/Summer,Day,moderate,moderate,4.02,126
Elixir Charnel Gourmand Coquin Guerlain for women,Oriental Vanilla,Dark Chocolate,Cacao,Rum,Fall/Winter,All Time,long lasting,heavy,4.41,906
Elixir Charnel Le Boise Torride Guerlain for women,,Patchouli,Marshmallow,Red Berries,Fall/Winter,All Time,moderate,heavy,3.69,148
Elixir Charnel Oriental Brulant Guerlain for women,Oriental,Styrax,Tonka Bean,Vanilla,Fall/Winter,All Time,moderate,moderate,4.28,334
French Kiss Guerlain for women,Floral Fruity,Raspberry,Violet,Litchi,All Season,Day,moderate,moderate,4.29,274
Baiser de Russie Guerlain for women,Floral Fruity,Caramel,Vanilla,Cranberry,All Season,Day,moderate,moderate,4.11,72
Cherry Blossom Guerlain for women,Floral Fruity,Green Tea,Cherry,Bergamot,Spring/Summer,Day,moderate,heavy,3.71,24
L'Heure de Nuit Guerlain for women,Floral Woody Musk,iris,Heliotrope,White Musk,All Season,All Time,long lasting,heavy,4.38,281
Liu Guerlain for women,Floral Green,Aldehydes,Jasmine,Neroli,All Season,All Time,moderate,moderate,4.43,199
Mademoiselle Guerlain Guerlain for women,Oriental Floral,iris,Marshamallow,Galbanum,All Season,All Time,moderate,moderate,4.21,122
Mayotte Guerlain for women,Floral,Tuberose,Ylang-Ylang,Frangipani,All Season,All Time,moderate,heavy,4.05,97
Mon Precieux Nectar Guerlain for women,Floral Woody Musk,Bitter Almond,Vanilla,Orange Blossom,All Season,Day,moderate,moderate,4.47,364
Nuit d'Amour Guerlain for women,Floral Fruity,Rose,Violet,Musk,Spring/Summer,All Time,moderate,moderate,3.99,99
Promenade des Anglais Guerlain for women,,Fig,Violet Leaf,Orris,All Season,Day,moderate,moderate,3.83,80
Arsene Lupin Dandy Eau de Parfum Guerlain for men,Woody Chypre,Olibanum,Sandalwood,Cardamom,Fall/Winter,All Time,long lasting,heavy,4.12,165
Arsene Lupin Voyou Eau de Parfum Guerlain for men,Chypre,Sandalwood,Benzoin,Coriander,All Season,Day,moderate,moderate,4.02,119
Chamade Pour Homme Guerlain for men,Woody Spicy,Hyacinth,Violet,vetyver,All Season,Day,moderate,heavy,4.46,109
Derby Guerlain for men,Leather,Leather,Carnation,Spices,Fall/Winter,Night,long lasting,heavy,4.34,250
L'Âme d'Un Héros Guerlain for men,Citrus Aromatic,Bergamot,Vetiver,Hiacynth,Spring/Summer,Day,moderate,moderate,4.40,60
Le Frenchy Guerlain for men,Citrus Aromatic,Lemon Verbena,Petitgrain,Bergamot,Spring/Summer,Day,long lasting,moderate,3.88,40
Cour des Senteurs Versailles Guerlain for women,Floral Green,Jasmine,Lily-of-the-Valley,Bergamot,Spring/Summer,Day,long lasting,enormous,4.10,15
Eau de Cologne Impériale Edition 160 Anniversaire Guerlain for women,Citrus Aromatic,Neroli,Lemon,Rosemary,Spring/Summer,All Time,weak,moderate,4.80,7
Flacon Tortue Guerlain for women and men,Woody Spicy,White Musk,Osmanthus,Immortelle,Winter,Night,moderate,moderate,4.50,6
L'Heure Bleue 100 Anniversaire Guerlain for women,Floral Woody Musk,Heliotrope,Carnation,iris,All Season,Night,long lasting,heavy,4.36,16
La Petite Robe Noire Flacon Baccarat et Dentelle d'Argent Guerlain for women,Oriental Vanilla,Tonka Bean,Vanilla,iris,Winter,Night,long lasting,heavy,3.75,13
Le Parfum du 68 Extrait Le Passeur du Temps Guerlain for women and men,Woody Spicy,Immortelle,Incense,Tonka Bean,Fall/Winter,Night,very long lasting,heavy,4.80,8
L’Abeille de Guerlain Guerlain for women,Floral,white honey,Grapes,Mimosa,Spring/Summer,All Time,moderate,moderate,4.72,41
Vol de Nuit 80 Anniversaire Guerlain for women,Woody,Sandalwood,Moss,Orris,All Season,All Time,long lasting,heavy,4.88,12
L'Été Guerlain for women and men,Floral Fruity,Carnation,Hay,Vanilla,All Season,Day,very long lasting,moderate,3.00,4
Le Printemps Guerlain for women and men,Floral,Bulgarian Rose,Hyacinth,White Musk,All Season,All Time,long lasting,heavy,2.33,6
Les Quatre Saisons - Muguet de Printemps Guerlain for women,Floral,Rose,Lily-of-the-Valley,Jasmine,Fall,Night,moderate,enormous,5.00,4
Les Quatre Saisons - Winter Delice Guerlain for women,Oriental Spicy,Norwegian pine,Ginger,Rose Hip,Winter,Night,poor,heavy,4.71,13
L’Automne Guerlain for women and men,Floral Woody Musk,iris,Citruses,Moss,Winter,All Time,very long lasting,heavy,1.80,17
L’Hiver Guerlain for women and men,Woody Floral Musk,Angelica,iris,Incense,All Season,Day,moderate,heavy,2.38,11
Les Voyages Olfactifs 01 Paris-Moscow Guerlain for women,Floral Woody Musk,Tonka Bean,Red Currant,Plum,All Season,Day,long lasting,moderate,4.14,120
Les Voyages Olfactifs 02 Paris-New York Guerlain for women,Oriental Woody,Cedar,Cardamon,Vanilla,Fall,All Time,moderate,moderate,3.34,67
Les Voyages Olfactifs 03 Paris-Tokyo Guerlain for women,Floral Green,Green Tea,Violet,Jasmine,Spring/Summer,Day,long lasting,moderate,3.36,63
Les Voyages Olfactifs 04 Paris-London Guerlain for women and men,Floral Fruity Gourmand,Rhuburb,Tea,Rose,Spring/Summer,Day,long lasting,moderate,3.91,56
Les Voyages Olfactifs 05 Paris-Shanghai Guerlain for women and men,Floral Woody Musk,Almond,Sandalwood,Vanilla,All Season,Day,moderate,heavy,4.43,52
L'Homme Idéal L'Intense Guerlain for men,Oriental Woody,Smoke,Almond,Chili Pepper,Fall/Winter,Night,long lasting,moderate,4.02,143
L’Homme Ideal Guerlain for men,Woody Aromatic,Almond,Tonka Bean,Leather,Fall/Winter,All Time,long lasting,moderate,3.91,1581
L’Homme Ideal Cologne Guerlain for men,Woody Aromatic,Grapefruit,Almond,Orange,Spring/Summer,Day,moderate,moderate,4.06,735
L’Homme Ideal Eau de Parfum Guerlain for men,Oriental Woody,Cherry,Almond,Vanilla,Fall/Winter,All Time,long lasting,moderate,4.40,985
L’Homme Ideal Sport Guerlain for men,Woody Aquatic,Watery Notes,Neroli,Almond,Spring/Summer,Day,moderate,moderate,3.36,193
Mitsouko Eau de Cologne Guerlain for women,Chypre Fruity,Oakmoss,Citruses,Jasmine,Fall,Day,moderate,moderate,4.00,1
Mitsouko Eau de Parfum Guerlain for women,Chypre Fruity,Oakmoss,Spices,Peach,Fall/Winter,All Time,long lasting,heavy,4.05,1184
Mitsouko Eau de Toilette Guerlain for women,Chypre Fruity,Oakmoss,Spices,Peach,Fall/Winter,All Time,long lasting,heavy,3.90,2952
Mitsouko Extract Guerlain for women,Chypre Fruity,Oakmoss,Peach,Cinnamon,All Season,Night,long lasting,moderate,4.60,192
Mon Guerlain Guerlain for women,Oriental Woody,Tahitian Vanilla,Lavender,Coumarin,All Season,Day,moderate,moderate,3.97,2304
Mon Guerlain Eau de Toilette Guerlain for women,Oriental Floral,Lavender,Tahitian Vanilla,Mandarin Orange,All Season,Day,moderate,moderate,3.60,57
Mon Guerlain Florale Guerlain for women,Floral,Vanilla,Lavender,Floral Notes,All Season,Day,moderate,moderate,3.85,324
Le Muguet 2013 Guerlain for women,Floral Green,Lily-of-the-Valley,Jasmine,Rose,Spring,Day,long lasting,heavy,4.79,34
Muguet Guerlain for women,Floral,Lily-of-the-Valley,Lily,Jasmine,All Season,Day,moderate,heavy,4.52,39
Muguet 1998 Guerlain for women,,White Musk,Jasmine,Sandalwood,Fall/Winter,All Time,moderate,heavy,4.50,3
Muguet 2014 Guerlain for women,Floral Green,Lily-of-the-Valley,Green Notes,Jasmine,Spring/Summer,Day,long lasting,heavy,4.66,38
Muguet 2015 Guerlain for women,Floral,Lily-of-the-Valley,Rose,Lilac,All Season,Day,long lasting,moderate,4.50,14
Muguet 2016 Guerlain for women,Floral,Green Notes,Jasmine,Lily-of-the-Valley,Spring,Day,moderate,heavy,4.58,31
Muguet 2017 Guerlain for women,Floral,Lily-of-the-Valley,Jasmine,Green Notes,Spring,Day,long lasting,heavy,4.58,13
Muguet Millésime 2018 Guerlain for women,Floral,Lily-of-the-Valley,Green Notes,Jasmine,Spring/Summer,Day,moderate,moderate,4.50,17
Nahema Guerlain for women,Oriental Floral,Rose,Peach,Hiacynth,Fall/Winter,All Time,long lasting,heavy,4.12,862
Nahéma Extract Guerlain for women,Floral Fruity,Rose,Hyacinth,Passion Flower,Fall/Winter,All Time,long lasting,heavy,4.76,56
Petit Guerlain (In Blue) Guerlain for women and men,Oriental Floral,Orange Blossom,White Musk,Mimosa,Spring/Summer,Day,weak,moderate,4.33,28
Petit Guerlain (In Pink) Guerlain for women and men,Oriental Floral,Orange Blossom,Honey,Pistachio,All Season,Day,moderate,moderate,4.24,46
Samsara Eau de Parfum Guerlain for women,Oriental Woody,Sandalwood,Ylang-Ylang,Vanilla,Fall/Winter,Night,long lasting,heavy,3.89,4923
Samsara Eau de Toilette Guerlain for women,Oriental Woody,Sandalwood,Ylang-Ylang,iris,Fall/Winter,All Time,long lasting,heavy,4.29,764
Samsara Extrait Guerlain for women,Oriental Woody,Sandalwood,Ylang-Ylang,Jasmine,Fall/Winter,All Time,long lasting,heavy,4.63,169
Samsara Shine Guerlain for women,Floral Green,Ylang-Ylang,Sandalwood,Fig Leaf,All Season,All Time,long lasting,heavy,3.80,145
Un Air de Samsara Guerlain for women,Floral,Narcissus,Mint,Jasmine,Spring/Summer,Day,moderate,heavy,3.93,164
Eau de Shalimar Guerlain for women,Oriental Vanilla,Lime,Vanilla,Resin,All Season,Day,moderate,heavy,4.22,1007
Eau de Shalimar 2009 Guerlain for women,Oriental Floral,Vanilla,Lime,Amber,All Season,Day,moderate,moderate,4.13,127
Eau de Shalimar Edition Charms Guerlain for women,Floral Fruity,Vanilla,Lime,iris,Spring/Summer,Day,moderate,heavy,4.48,31
Guerlain Shalimar Parfum Initial L'Eau  Guerlain for women,Oriental Floral,iris,Bergamot,Vanille,All Season,Day,long lasting,moderate,4.09,1204
Guerlain Shalimar Parfum Initial L'Eau Si Sensuelle Guerlain for women,Floral Green,iris,Bergamot,Vanilla,All Season,Day,moderate,heavy,4.26,426
Shalimar 80th Anniversary Limited Edition Guerlain for women,Oriental,Incense,Tonka Bean,Bergamot,Fall/Winter,Night,long lasting,heavy,4.77,14
Shalimar Black Mystery 2007 Guerlain for women,Oriental Floral,Leather,Incense,Vanille,Fall/Winter,Night,long lasting,heavy,4.34,47
Shalimar Cologne Guerlain for women,,Lemon,Vanilla,Bergamot,Spring/Summer,Day,moderate,moderate,4.40,301
Shalimar Eau De Cologne Guerlain for women,Oriental Spicy,Leather,Vanilla,Incense,Fall/Winter,All Time,moderate,moderate,4.43,498
Shalimar Eau de Parfum Guerlain for women,Oriental Spicy,Vanilla,Incense,Leather,Fall/Winter,Night,long lasting,heavy,3.84,7235
Shalimar Eau de Parfum (2009 Limited Editions) Guerlain for women,Floral,Bergamot,Vanilla,iris,Fall/Winter,Night,long lasting,heavy,4.14,110
Shalimar Eau de Toilette Guerlain for women,Oriental,Vanilla,iris,Bergamot,Fall/Winter,All Time,moderate,moderate,4.26,633
Shalimar Eau Légère Guerlain for women,Oriental Floral,Lime,Powdery Notes,Vanilla,Fall/Winter,All Time,long lasting,moderate,4.07,19
Shalimar Edition Charms Eau de Parfum Guerlain for women,Oriental Floral,Vanilla,Lemon,Citruses,Fall/Winter,Night,long lasting,heavy,4.20,48
Shalimar Fourreau du Soir Guerlain for women,Oriental Floral,Opoponax,Incense,Vanille,Fall/Winter,Night,moderate,heavy,4.52,69
Shalimar Indes & Merveilles Guerlain for women,Oriental Spicy,Spices,Vanilla,Incense,All Season,All Time,long lasting,enormous,3.75,20
Shalimar Indian Nights by Maison Gripoix Guerlain for women,Oriental Floral,Opoponax,Tonka Bean,Vanilla,Fall/Winter,Night,moderate,heavy,4.00,15
Shalimar Legere Guerlain for women,Oriental Floral,Vanilla,Lemon,Bergamot,All Season,All Time,long lasting,heavy,4.11,247
Shalimar Ode a la Vanille Guerlain for women,Oriental Vanilla,Vanille,Resin,Spices,Fall/Winter,All Time,moderate,heavy,4.28,287
Shalimar Ode a la Vanille Sur la route de Madagascar Guerlain for women,Oriental Woody,Vanilla,Incense,Leather,Fall/Winter,Night,long lasting,heavy,4.51,173
Shalimar Ode a la Vanille Sur la Route du Mexique Guerlain for women,Oriental Vanilla,Vanilla,Incense,Opoponax,Fall/Winter,All Time,moderate,heavy,4.38,457
Shalimar Oiseau de Paradis Guerlain for women,Oriental Vanilla,Leather,Incense,Opoponax,Fall/Winter,Night,long lasting,enormous,4.32,52
Shalimar Parfum Guerlain for women,Oriental,Vanilla,Bergamot,Tonka Bean,Fall/Winter,Night,long lasting,heavy,4.73,163
Shalimar Parfum Initial Guerlain for women,Chypre Floral,iris,Vanille,Caramel,Fall/Winter,All Time,long lasting,moderate,3.96,3711
Shalimar Secret de Parfum Guerlain for women,Oriental,Powdery Notes,iris,Amber,Fall/Winter,Night,very long lasting,enormous,3.67,5
Shalimar Souffle de Lumière Guerlain for women,Oriental Floral,Calabrian bergamot,Vanilla,Italian Jasmine,All Season,Day,moderate,moderate,4.07,57
Shalimar Souffle de Parfum Guerlain for women,Oriental Floral,Indian Vanilla,White Musk,Lemon,All Season,Day,moderate,moderate,3.99,937
Shalimar Souffle de Parfum 2015 Guerlain for women,Oriental Floral,Tahitian Vanilla,Jasmine Sambac,White Musk,Fall/Winter,Day,weak,moderate,4.08,19
Shalimar Souffle de Parfum 2016 Guerlain for women,Oriental Floral,Indian Vanilla,Jasmine Sambac,White Musk,All Season,Day,moderate,moderate,4.22,62
Shalimar Souffle de Parfum 2017 Guerlain for women,Oriental Floral,Indian Vanilla,White Musk,Jasmine,All Season,All Time,long lasting,moderate,4.35,82
